id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
1768,3,0,0,0,22,0
1769,3,3,79.49,4,16,0
1770,3,1,66.49,1,18,0
1771,1,0,0,7,26,0
1772,3,0,0,2,10,0
1773,4,5,97.98,4,12,0
1774,1,1,98.98,5,15,0
1775,2,7,110.98,5,20,0
1776,1,7,132.98,2,23,0
1777,3,0,0,2,7,0
1778,3,0,0,7,2,0
1779,1,0,0,3,5,1
1780,2,1,55.99,2,15,0
1781,4,3,58.99,2,16,0
1782,3,3,75.49,0,11,0
1783,3,0,0,4,13,0
1784,3,0,0,4,17,0
1785,3,1,71.99,0,20,0
1786,1,3,50.99,4,1,1
1787,2,3,67.99,1,10,0
1788,2,1,67.49,4,3,0
1789,3,1,71.99,6,19,0
1790,2,14,57.99,3,4,0
1791,1,0,0,0,13,1
1792,3,0,0,6,16,0
1793,2,5,58.99,7,3,0
1794,1,1,71.99,1,16,0
1795,3,1,62.99,1,24,0
1796,1,0,0,7,4,1
1797,2,4,56.49,3,13,0
1798,4,7,69.99,4,21,0
1799,1,0,0,7,6,0
1800,3,1,76.49,1,12,0
1801,2,0,0,5,10,0
1802,3,3,53.49,3,20,0
1803,3,2,253.96,6,12,0
1804,1,3,73.99,6,22,0
1805,3,4,72.49,2,2,1
1806,1,2,76.49,7,3,0
1807,3,0,0,2,2,0
1808,3,0,0,0,16,0
1809,1,3,125.98,6,3,0
1810,1,3,74.49,2,9,0
1811,3,3,104.98,1,17,1
1812,1,4,115.98,4,13,0
1813,1,1,62.99,6,7,0
1814,2,1,65.99,6,13,1
1815,1,1,109.47,1,20,1
1816,1,3,86.98,3,16,0
1817,1,5,99.98,3,8,1
1818,1,4,134.98,1,7,0
1819,2,0,0,1,7,1
1820,1,6,50.49,3,19,0
1821,2,2,64.49,2,8,0
1822,2,2,77.99,0,1,0
1823,3,1,77.99,5,16,0
1824,1,8,51.99,2,23,0
1825,2,0,0,5,12,1
1826,2,0,0,6,15,0
1827,2,1,78.49,0,8,0
1828,3,1,64.49,1,17,0
1829,1,6,64.99,2,2,1
1830,2,6,125.98,5,18,0
1831,3,0,0,5,20,0
1832,1,0,0,0,10,1
1833,2,1,170.97,0,9,0
1834,5,3,109.98,4,2,0
1835,1,2,173.97,1,23,1
1836,1,2,54.99,3,2,1
1837,1,0,0,5,4,0
1838,5,0,0,1,8,0
1839,3,3,82.99,1,15,0
1840,1,0,0,5,10,0
1841,3,1,71.49,7,14,1
1842,3,9,61.49,1,9,1
1843,1,0,0,1,20,0
1844,3,2,124.98,2,15,1
1845,3,5,41.99,5,10,0
1846,3,2,58.99,5,23,0
1847,2,5,53.99,5,10,0
1848,1,0,0,1,18,0
1849,1,1,73.99,6,12,0
1850,1,1,72.99,7,16,0
1851,3,9,127.98,1,6,0
1852,1,1,60.99,3,13,0
1853,2,0,0,5,15,1
1854,2,3,137.97,4,5,1
1855,1,2,143.98,3,19,0
1856,3,2,73.99,1,5,1
1857,2,4,41.99,6,12,0
1858,3,0,0,2,14,0
1859,1,1,70.99,2,3,0
1860,1,2,103.98,2,8,1
1861,3,5,39.99,6,11,0
1862,2,5,148.98,6,12,1
1863,4,2,42.99,4,23,0
1864,1,0,0,0,1,0
1865,3,3,267.96,7,15,0
1866,1,0,0,3,9,0
1867,1,5,62.99,4,12,0
1868,1,0,0,0,29,1
1869,3,1,42.99,4,32,0
1870,3,1,55.99,3,13,1
1871,1,0,0,2,20,0
1872,1,8,65.49,7,23,0
1873,3,0,0,7,3,0
1874,2,0,0,6,18,0
1875,3,0,0,2,22,0
1876,1,6,66.99,1,11,0
1877,2,1,77.99,7,23,0
1878,3,3,55.99,1,4,0
1879,2,2,66.99,4,19,1
1880,2,1,123.98,2,15,0
1881,1,1,52.99,1,15,0
1882,3,2,55.49,6,9,0
1883,1,3,44.99,0,14,0
1884,4,1,76.99,0,21,0
1885,3,0,0,0,18,1
1886,1,3,64.99,0,19,1
1887,3,1,106.98,6,13,0
1888,3,0,0,5,9,0
1889,3,0,0,4,7,1
1890,3,1,57.49,5,16,0
1891,1,1,44.99,5,19,0
1892,1,0,0,5,13,0
1893,2,0,0,0,14,0
1894,3,1,71.49,0,14,1
1895,5,2,69.49,4,20,0
1896,1,0,0,0,14,0
1897,1,1,147.98,5,12,0
1898,1,2,50.99,4,14,0
1899,1,0,0,6,20,0
1900,1,5,116.98,2,19,0
1901,1,2,125.98,2,5,0
1902,1,3,55.49,1,15,1
1903,3,0,0,6,20,0
1904,3,8,81.98,6,18,1
1905,3,1,72.99,7,12,0
1906,1,0,0,0,11,1
1907,2,1,43.99,0,14,0
1908,4,1,55.99,7,16,0
1909,1,0,0,5,12,0
1910,2,9,67.99,0,11,1
1911,5,0,0,1,18,0
1912,3,0,0,4,20,0
1913,2,4,51.99,5,19,0
1914,3,0,0,4,13,0
1915,2,2,56.99,6,13,0
1916,1,0,0,5,13,1
1917,3,0,0,5,11,1
1918,1,5,114.98,0,4,1
1919,3,0,0,1,17,0
1920,2,1,94.98,1,11,1
1921,1,2,87.49,2,17,0
1922,3,2,279.96,5,8,0
1923,1,1,39.49,2,16,0
1924,3,2,63.99,2,16,0
1925,1,0,0,5,19,0
1926,1,3,132.98,0,12,0
1927,3,0,0,2,14,0
1928,2,4,63.99,4,3,0
1929,1,2,60.99,3,5,1
1930,1,1,135.98,5,7,1
1931,2,3,149.98,5,5,0
1932,3,0,0,3,21,1
1933,1,1,51.99,5,1,1
1934,1,2,37.99,5,23,1
1935,3,1,58.49,1,19,0
1936,1,0,0,5,10,0
1937,3,0,0,3,9,0
1938,5,3,73.99,0,3,0
1939,3,4,62.99,4,12,0
1940,1,14,49.49,3,23,0
1941,2,8,127.98,2,11,0
1942,1,2,64.99,2,10,0
1943,3,0,0,6,20,0
1944,3,1,59.49,5,18,0
1945,2,2,132.98,3,6,1
1946,1,1,233.97,0,17,0
1947,3,5,114.98,4,14,0
1948,1,1,146.97,5,1,1
1949,3,0,0,0,6,0
1950,3,5,57.49,0,17,0
1951,3,3,78.98,6,7,1
1952,1,4,182.97,5,20,0
1953,2,1,50.49,0,13,0
1954,4,0,0,6,15,0
1955,3,0,0,5,15,0
1956,1,0,0,4,10,1
1957,3,4,112.98,0,20,0
1958,1,0,0,5,17,1
1959,1,0,0,3,11,0
1960,3,2,74.99,1,18,0
1961,2,1,61.99,5,9,0
1962,1,0,0,0,12,0
1963,1,2,51.99,5,5,0
1964,3,0,0,4,19,1
1965,1,0,0,7,15,0
1966,4,0,0,0,13,0
1967,1,0,0,1,10,1
1968,4,6,66.99,4,13,1
1969,1,1,58.49,6,4,0
1970,1,1,53.99,2,8,0
1971,3,5,59.99,1,17,1
1972,3,1,116.98,7,7,0
1973,1,2,136.47,0,19,1
1974,3,2,68.99,3,25,0
1975,1,0,0,0,7,0
1976,3,0,0,4,15,0
1977,3,0,0,3,18,0
1978,3,5,153.98,7,15,0
1979,3,3,68.99,4,2,1
1980,1,0,0,4,25,0
1981,1,4,102.98,5,10,1
1982,3,5,56.99,5,1,0
1983,1,2,231.96,4,14,1
1984,1,8,62.49,3,20,0
1985,3,1,121.98,5,19,0
1986,2,5,69.99,0,4,0
1987,3,1,59.49,5,21,0
1988,4,5,175.47,4,19,0
1989,1,3,61.49,5,10,0
1990,3,0,0,4,14,0
1991,2,1,116.98,4,18,0
1992,2,0,0,3,17,0
1993,2,0,0,4,1,0
1994,3,2,46.99,4,24,0
1995,1,2,56.99,5,8,1
1996,1,1,68.49,0,1,1
1997,3,0,0,5,17,0
1998,3,0,0,4,11,1
1999,1,20,131.98,1,19,0
2000,3,0,0,6,24,1
2001,2,5,187.96,6,17,1
2002,4,6,130.98,2,14,0
2003,1,0,0,7,16,0
2004,1,0,0,3,22,0
2005,1,1,49.99,1,15,0
2006,1,0,0,1,12,0
2007,1,2,37.49,4,2,1
2008,1,3,61.99,3,8,0
2009,1,2,61.49,5,14,0
2010,4,2,107.98,6,13,0
2011,2,2,135.98,4,10,1
2012,2,4,51.99,3,20,0
2013,3,7,121.98,6,13,0
2014,3,4,63.99,1,22,0
2015,2,1,128.98,7,7,0
2016,3,1,59.99,1,12,1
2017,3,1,63.99,4,14,0
2018,1,6,57.99,4,24,0
2019,1,1,119.98,6,19,0
2020,1,5,76.99,1,25,1
2021,3,0,0,7,17,0
2022,1,2,60.49,6,19,1
2023,1,4,132.98,1,21,1
2024,3,1,109.98,1,4,1
2025,1,0,0,6,17,0
2026,3,1,59.99,5,2,1
2027,3,2,57.99,1,15,1
2028,1,3,55.99,6,16,0
2029,3,0,0,1,14,0
2030,4,2,59.99,7,14,0
2031,2,0,0,2,17,1
2032,3,4,59.99,6,11,0
2033,3,0,0,0,16,0
2034,3,1,217.96,2,5,0
2035,3,1,56.99,2,16,0
2036,1,2,66.99,4,6,1
2037,1,4,131.97,4,23,0
2038,2,0,0,6,16,0
2039,1,6,58.99,1,2,1
2040,5,0,0,0,17,0
2041,1,8,72.99,1,18,0
2042,3,1,58.99,1,21,0
2043,1,1,42.99,6,30,0
2044,1,9,36.99,4,1,0
2045,3,0,0,2,1,1
2046,2,1,65.99,4,24,0
2047,3,3,73.49,5,17,0
2048,1,1,42.49,7,8,0
2049,3,0,0,3,19,0
2050,1,6,209.96,6,17,1
2051,1,1,119.98,0,11,0
2052,3,1,212.97,4,19,1
2053,2,0,0,5,7,1
2054,2,4,58.99,2,15,1
2055,1,2,65.99,0,22,1
2056,3,4,46.49,3,20,1
2057,5,1,72.49,1,22,1
2058,1,1,51.49,4,16,0
2059,1,0,0,4,10,0
2060,3,0,0,4,12,0
2061,2,1,47.99,5,19,1
2062,2,1,63.99,4,25,0
2063,1,0,0,7,10,1
2064,2,4,44.99,6,17,0
2065,3,1,54.99,6,12,0
2066,2,1,61.49,1,20,1
2067,2,3,81.99,1,13,0
2068,3,1,56.99,4,10,0
2069,3,1,72.99,4,21,0
2070,1,11,58.99,2,5,0
2071,3,1,59.99,1,18,0
2072,2,3,105.98,0,21,0
2073,2,0,0,5,18,0
2074,1,0,0,6,9,1
2075,1,2,87.99,4,14,0
2076,2,3,53.99,2,10,1
2077,1,1,63.99,4,7,1
2078,3,2,65.99,3,17,0
2079,3,0,0,1,7,1
2080,2,0,0,4,10,0
2081,4,3,75.49,4,23,1
2082,1,0,0,4,13,1
2083,1,8,54.99,6,18,1
2084,1,0,0,0,3,0
2085,3,1,56.99,4,16,1
2086,2,7,56.49,5,13,1
2087,2,2,203.97,6,18,0
2088,1,1,137.98,0,14,0
2089,3,1,242.97,6,15,1
2090,2,0,0,0,13,0
2091,3,1,74.49,5,18,0
2092,2,1,46.99,1,7,0
2093,1,9,110.98,0,27,0
2094,1,1,47.99,5,4,0
2095,3,4,124.98,0,6,0
2096,3,1,60.49,2,18,1
2097,1,1,146.98,0,13,0
2098,5,0,0,5,10,1
2099,2,5,62.99,3,16,1
2100,2,0,0,2,19,0
2101,3,0,0,1,18,0
2102,1,1,52.99,1,12,0
2103,1,3,52.99,2,7,0
2104,2,2,58.99,6,22,0
2105,2,3,46.49,4,6,1
2106,2,1,54.49,5,15,0
2107,1,16,157.47,0,11,0
2108,2,9,54.99,3,9,1
2109,1,1,47.99,0,1,0
2110,2,1,59.99,6,20,0
2111,1,1,236.97,4,15,0
2112,2,0,0,6,11,0
2113,2,5,127.47,5,12,0
2114,2,1,61.49,0,1,1
2115,2,1,77.49,1,10,1
2116,3,5,71.99,5,29,0
2117,2,0,0,4,18,0
2118,3,1,161.97,3,14,0
2119,3,2,58.99,0,9,0
2120,2,2,76.99,6,13,1
2121,1,6,56.99,1,2,1
2122,2,5,58.99,4,21,0
2123,3,4,158.98,3,30,1
2124,2,0,0,1,6,1
2125,3,1,52.99,2,15,0
2126,1,13,58.49,0,26,1
2127,1,1,75.99,4,11,0
2128,1,1,47.49,5,25,0
2129,1,3,169.47,3,22,0
2130,2,1,61.99,4,7,0
2131,1,0,0,0,10,1
2132,1,2,63.99,0,15,0
2133,1,0,0,3,18,0
2134,1,1,215.97,6,7,1
2135,3,3,126.98,2,14,1
2136,3,1,77.49,4,26,0
2137,1,2,184.47,3,6,0
2138,1,0,0,3,15,1
2139,2,4,43.49,0,16,0
2140,4,3,65.99,6,3,1
2141,1,0,0,5,15,0
2142,2,0,0,0,4,0
2143,4,2,144.98,1,22,1
2144,3,4,67.99,2,15,0
2145,5,1,70.49,4,14,0
2146,3,4,61.49,3,17,0
2147,1,7,60.99,1,18,1
2148,1,0,0,1,21,1
2149,3,0,0,0,18,0
2150,2,3,51.49,3,8,0
2151,3,2,122.98,6,16,0
2152,5,0,0,5,4,0
2153,3,0,0,2,19,0
2154,4,0,0,0,11,1
2155,3,0,0,1,13,0
2156,1,2,38.49,5,6,1
2157,3,0,0,4,15,1
2158,1,1,63.49,0,7,0
2159,3,3,56.49,4,14,0
2160,3,3,215.97,3,4,0
2161,2,0,0,4,17,0
2162,1,0,0,4,14,0
2163,3,3,105.98,4,5,1
2164,3,1,73.99,1,4,1
2165,3,0,0,5,1,0
2166,2,8,61.49,0,16,1
2167,5,1,138.98,0,16,0
2168,2,2,133.47,4,2,1
2169,1,3,64.99,4,23,1
2170,1,0,0,5,19,1
2171,1,1,39.99,5,8,0
2172,2,5,71.99,2,23,1
2173,1,2,60.49,1,12,1
2174,1,0,0,3,12,0
2175,1,2,49.99,6,19,1
2176,3,1,49.49,4,17,1
2177,3,0,0,3,16,1
2178,2,6,56.99,0,12,0
2179,2,2,53.99,4,19,0
2180,1,1,71.49,7,24,1
2181,1,0,0,6,10,0
2182,1,3,104.98,2,7,0
2183,2,0,0,2,27,0
2184,3,1,70.99,1,13,1
2185,2,0,0,2,8,1
2186,2,0,0,3,18,0
2187,1,5,53.99,4,1,0
2188,3,3,56.99,3,13,0
2189,3,1,59.49,0,15,0
2190,3,0,0,3,25,0
2191,1,1,139.98,0,20,0
2192,1,0,0,7,23,1
2193,1,0,0,2,20,0
2194,2,0,0,5,23,0
2195,1,5,60.49,7,11,0
2196,1,5,121.98,2,17,0
2197,4,1,63.99,5,14,1
2198,3,3,63.99,0,7,0
2199,3,0,0,2,18,0
2200,1,1,54.99,3,1,1
2201,2,1,55.99,4,4,1
2202,1,2,80.99,4,3,0
2203,2,2,60.99,1,16,0
2204,2,1,45.99,6,22,0
2205,3,10,99.98,0,12,0
2206,3,0,0,6,3,1
2207,1,4,59.99,5,10,0
2208,1,1,54.99,4,7,0
2209,3,0,0,6,17,0
2210,1,4,59.99,6,13,0
2211,1,4,53.99,4,23,0
2212,3,2,92.98,7,12,0
2213,1,3,38.49,0,8,1
2214,3,0,0,5,8,1
2215,3,5,219.96,4,19,1
2216,4,0,0,7,18,0
2217,4,4,57.49,5,4,0
2218,1,0,0,6,18,1
2219,1,2,73.49,2,28,0
2220,1,1,45.49,1,8,0
2221,1,1,33.49,2,28,1
2222,3,3,60.99,5,10,0
2223,2,0,0,1,20,1
2224,1,0,0,7,14,0
2225,1,0,0,2,7,0
2226,1,2,230.97,1,15,0
2227,1,5,73.49,4,20,0
2228,3,5,59.99,7,16,0
2229,2,0,0,7,12,0
2230,2,1,56.99,1,11,0
2231,1,0,0,1,2,0
2232,2,0,0,6,20,1
2233,1,2,79.49,2,18,0
2234,1,2,211.47,6,22,0
2235,1,1,59.99,4,12,0
2236,3,0,0,0,20,0
2237,2,0,0,1,4,0
2238,3,1,68.49,0,21,1
2239,1,6,90.98,1,4,1
2240,3,8,88.99,4,19,0
2241,2,4,52.99,0,8,0
2242,3,2,77.99,4,4,1
2243,3,6,139.98,5,21,0
2244,3,8,94.98,4,16,1
2245,1,3,91.98,5,19,0
2246,4,4,52.99,0,6,0
2247,3,0,0,4,27,1
2248,1,1,65.99,7,28,0
2249,3,4,69.99,1,8,0
2250,2,1,66.99,0,13,0
2251,2,5,62.99,0,10,0
2252,5,6,70.49,1,8,0
2253,4,0,0,6,22,0
2254,3,4,56.99,5,6,1
2255,2,0,0,4,20,0
2256,3,2,69.49,1,7,1
2257,1,3,58.99,4,25,0
2258,5,0,0,2,17,1
2259,3,0,0,0,22,0
2260,2,2,61.99,2,12,1
2261,2,1,74.49,7,25,1
2262,5,1,55.49,5,13,1
2263,3,0,0,6,10,1
2264,1,0,0,2,9,0
2265,5,1,76.99,0,21,1
2266,3,2,75.49,1,2,0
2267,3,8,155.97,4,7,1
2268,3,1,139.98,6,19,0
2269,1,0,0,3,11,0
2270,1,6,98.98,5,2,0
2271,1,0,0,6,9,1
2272,3,3,57.99,0,16,0
2273,3,5,52.99,3,18,0
2274,1,7,62.99,1,19,1
2275,3,1,100.98,7,16,0
2276,3,0,0,1,5,1
2277,3,3,47.49,4,15,0
2278,1,0,0,2,10,0
2279,2,3,108.98,6,15,0
2280,1,0,0,0,2,1
2281,1,0,0,3,16,0
2282,3,4,47.99,7,9,1
2283,4,1,57.99,6,16,1
2284,1,4,55.99,4,21,0
2285,1,1,48.99,5,21,1
2286,2,8,101.98,5,13,0
2287,5,0,0,1,25,0
2288,3,5,261.96,6,6,0
2289,2,0,0,4,9,0
2290,2,5,200.97,3,17,0
2291,2,0,0,0,17,1
2292,1,2,81.99,6,17,1
2293,1,1,48.99,0,4,1
2294,1,2,63.49,0,6,0
2295,3,0,0,1,18,0
2296,2,1,60.49,1,11,0
2297,2,0,0,6,15,0
2298,3,2,80.99,0,18,0
2299,1,3,77.99,0,2,0
2300,2,1,54.49,5,25,0
2301,3,0,0,4,12,0
2302,3,2,71.99,1,7,0
2303,2,0,0,1,8,1
2304,2,0,0,1,9,1
2305,3,2,109.98,5,4,0
2306,1,4,52.99,3,3,1
2307,1,4,94.98,6,23,1
2308,3,0,0,1,16,0
2309,2,1,131.98,6,5,0
2310,2,1,121.98,2,5,0
2311,2,2,49.99,6,15,1
2312,5,3,79.99,6,11,0
2313,1,0,0,6,14,1
2314,4,0,0,0,22,0
2315,2,0,0,3,10,0
2316,1,1,205.47,0,23,0
2317,1,1,64.99,6,3,1
2318,2,9,132.98,5,27,0
2319,3,1,51.49,4,25,0
2320,1,2,58.49,4,10,1
2321,2,8,205.96,7,23,0
2322,1,1,74.99,0,10,1
2323,3,1,71.99,0,17,0
2324,3,3,70.49,7,24,0
2325,1,3,53.49,7,2,0
2326,5,0,0,3,21,0
2327,1,0,0,4,14,0
2328,2,7,117.98,1,1,1
2329,1,2,61.49,4,14,0
2330,1,2,54.99,1,19,0
2331,1,2,205.96,4,4,1
2332,3,5,78.49,0,19,0
2333,2,3,44.99,1,14,0
2334,4,0,0,1,2,0
2335,1,0,0,5,10,1
2336,1,0,0,5,10,1
2337,3,13,111.98,7,21,0
2338,1,7,49.49,1,20,0
2339,3,2,115.98,0,18,0
2340,2,1,88.49,2,28,0
2341,1,9,64.49,4,21,0
2342,1,4,53.99,4,18,0
2343,1,0,0,4,17,1
2344,1,1,117.98,1,19,1
2345,1,3,61.49,0,18,0
2346,2,8,76.99,6,20,0
2347,3,0,0,4,22,1
2348,2,1,121.98,0,10,0
2349,1,1,68.99,1,5,0
2350,1,0,0,5,10,0
2351,1,14,129.98,5,4,1
2352,1,1,170.97,0,20,0
2353,1,1,51.49,0,19,1
2354,1,0,0,4,13,0
2355,2,10,139.98,2,14,0
2356,1,1,64.99,5,4,0
2357,3,0,0,2,26,0
2358,2,0,0,2,7,0
2359,2,5,44.99,4,2,0
2360,1,4,47.49,5,18,0
2361,1,1,42.49,6,9,0
2362,1,0,0,5,10,0
2363,1,3,109.98,3,8,0
2364,2,0,0,1,5,0
2365,5,4,50.49,5,11,0
2366,3,2,119.98,1,4,0
2367,2,0,0,4,5,1
2368,1,3,52.99,4,24,1
2369,1,0,0,0,14,0
2370,1,2,55.99,4,18,0
2371,2,1,57.49,1,10,0
2372,2,3,50.49,6,24,0
2373,2,1,118.98,1,13,0
2374,1,6,211.96,5,12,1
2375,1,2,64.49,0,10,0
2376,1,1,62.99,0,2,1
2377,2,4,70.99,6,18,0
2378,3,1,99.98,3,7,1
2379,3,3,77.99,5,8,0
2380,2,2,197.96,7,24,0
2381,1,2,61.99,0,14,0
2382,2,5,62.49,4,21,0
2383,1,0,0,2,12,0
2384,5,8,58.49,6,12,1
2385,1,1,67.99,2,17,1
2386,1,3,131.98,0,5,0
2387,3,2,173.97,1,10,0
2388,2,5,54.99,2,1,1
2389,3,1,95.98,5,20,0
2390,3,3,126.98,1,11,0
2391,1,4,89.98,4,4,0
2392,3,0,0,2,11,0
2393,3,4,100.98,4,17,0
2394,3,0,0,5,19,1
2395,5,3,89.98,7,23,0
2396,1,1,61.49,0,24,0
2397,3,3,224.97,0,21,0
2398,1,1,83.98,6,3,1
2399,2,2,63.99,0,1,1
2400,1,0,0,0,17,0
2401,3,3,173.97,1,2,1
2402,1,0,0,2,6,0
2403,3,3,69.99,6,11,1
2404,1,0,0,4,20,0
2405,2,1,42.99,6,20,0
2406,2,1,119.98,5,8,0
2407,3,2,57.99,5,11,0
2408,3,8,80.49,1,6,0
2409,1,0,0,0,17,0
2410,4,0,0,3,1,0
2411,4,5,130.98,6,20,0
2412,3,0,0,7,19,0
2413,1,7,43.49,0,9,1
2414,2,0,0,0,17,0
2415,3,10,111.98,1,21,0
2416,3,0,0,1,15,0
2417,3,0,0,4,15,0
2418,2,1,49.99,6,18,0
2419,1,0,0,1,2,0
2420,3,1,82.99,5,10,0
2421,1,1,72.99,2,19,0
2422,1,0,0,0,11,0
2423,3,0,0,6,1,1
2424,1,5,172.98,3,22,0
2425,1,4,69.99,7,11,0
2426,3,0,0,7,21,1
2427,1,3,121.98,0,10,1
2428,5,3,66.49,3,1,0
2429,1,1,53.99,6,15,1
2430,1,0,0,5,14,0
2431,3,4,43.99,0,20,0
2432,3,12,61.49,5,12,0
2433,2,0,0,4,17,0
2434,1,0,0,1,6,0
2435,3,3,70.99,1,16,0
2436,1,0,0,4,15,0
2437,1,0,0,1,15,0
2438,2,3,42.99,5,10,0
2439,1,0,0,6,24,0
2440,1,1,181.47,7,28,0
2441,5,0,0,3,11,1
2442,4,0,0,5,10,1
2443,5,0,0,5,1,1
2444,2,4,94.98,0,11,0
2445,1,0,0,1,17,0
2446,2,0,0,0,17,0
2447,4,2,141.98,7,11,0
2448,2,0,0,1,8,1
2449,1,4,69.99,4,19,1
2450,1,0,0,6,14,1
2451,2,0,0,6,5,0
2452,2,0,0,2,14,1
2453,4,5,46.99,4,12,0
2454,1,3,65.99,5,4,0
2455,1,0,0,6,20,0
2456,1,1,137.97,1,8,1
2457,2,3,57.99,6,18,0
2458,2,1,59.99,0,14,1
2459,1,2,155.97,4,7,0
2460,2,4,149.98,4,1,0
2461,1,0,0,4,18,0
2462,2,3,75.99,2,26,1
2463,1,4,48.99,1,22,0
2464,1,2,57.99,5,21,0
2465,2,0,0,4,21,0
2466,1,5,66.49,6,22,0
2467,4,3,78.99,2,24,0
2468,1,0,0,7,5,0
2469,2,0,0,0,5,1
2470,1,1,128.98,0,14,0
2471,1,1,58.49,3,23,0
2472,3,17,66.49,1,19,0
2473,1,3,62.99,0,4,1
2474,1,0,0,4,9,0
2475,2,2,139.98,1,22,1
2476,3,0,0,4,19,0
2477,1,1,45.99,2,30,0
2478,1,2,63.49,5,14,1
2479,1,1,51.49,5,2,0
2480,1,0,0,5,2,1
2481,1,2,70.99,1,18,0
2482,1,1,66.99,2,17,0
2483,2,2,60.99,7,20,0
2484,1,3,127.98,0,16,0
2485,3,0,0,2,18,0
2486,3,0,0,4,25,0
2487,3,5,155.98,6,3,0
2488,2,7,197.97,7,3,0
2489,2,6,66.49,0,12,0
2490,3,5,123.98,5,12,1
2491,3,1,87.49,0,23,0
2492,1,1,35.49,0,16,0
2493,1,3,73.49,7,8,1
2494,1,1,59.99,1,3,0
2495,4,7,59.99,1,19,0
2496,1,0,0,6,2,0
2497,4,0,0,1,3,0
2498,2,1,215.97,7,13,1
2499,3,1,188.97,5,18,0
2500,2,3,129.98,1,25,1
2501,1,0,0,4,15,1
2502,1,2,146.98,2,3,1
2503,2,0,0,7,14,1
2504,1,1,53.99,0,16,0
2505,1,0,0,4,2,0
2506,1,1,70.99,6,20,0
2507,2,4,221.97,1,21,1
2508,1,1,208.47,5,12,1
2509,1,0,0,5,17,1
2510,3,0,0,4,14,0
2511,3,0,0,1,11,1
2512,3,3,125.98,2,26,0
2513,1,0,0,6,17,0
2514,5,1,123.98,1,9,1
2515,1,0,0,2,12,1
2516,2,5,68.99,5,9,1
2517,3,4,43.49,7,14,0
2518,2,1,133.98,2,24,1
2519,1,0,0,2,20,1
2520,3,3,62.99,6,4,1
2521,1,0,0,6,9,1
2522,2,4,44.49,5,18,1
2523,3,0,0,6,16,0
2524,1,8,63.99,3,15,0
2525,2,0,0,1,6,1
2526,5,4,63.49,5,1,0
2527,2,3,197.97,2,19,0
2528,1,1,149.97,0,17,1
2529,1,0,0,0,22,0
2530,1,0,0,7,19,1
2531,1,1,47.99,4,15,1
2532,1,5,53.99,0,22,0
2533,1,1,119.98,4,22,1
2534,1,2,60.99,7,21,0
2535,2,2,69.99,7,11,0
2536,1,1,82.99,4,14,0
2537,3,4,54.49,7,17,1
2538,1,1,75.99,5,15,0
2539,4,3,114.98,7,5,0
2540,2,0,0,0,25,0
2541,1,6,131.98,1,1,0
2542,4,1,108.98,2,13,0
2543,2,0,0,1,16,0
2544,2,3,83.99,4,15,1
2545,2,2,84.98,6,13,1
2546,1,4,60.99,7,17,1
2547,1,0,0,0,26,0
2548,3,0,0,1,23,0
2549,3,4,42.99,5,17,0
2550,2,0,0,5,20,0
2551,2,10,119.98,4,5,0
2552,1,1,143.98,3,11,0
2553,1,0,0,5,18,1
2554,1,1,75.49,4,15,0
2555,2,2,107.98,2,15,0
2556,2,7,197.97,2,4,1
2557,3,5,60.99,4,4,0
2558,3,9,57.99,0,5,1
2559,4,3,60.99,3,4,1
2560,2,3,69.99,7,17,0
2561,3,4,118.98,7,2,1
2562,3,0,0,3,14,0
2563,1,0,0,6,17,1
2564,2,0,0,5,4,1
2565,1,0,0,6,9,0
2566,2,0,0,4,14,1
2567,1,11,129.98,6,15,1
2568,1,0,0,7,16,0
2569,1,0,0,4,16,0
2570,1,0,0,4,4,1
2571,1,5,48.49,1,14,0
2572,1,1,69.49,4,10,0
2573,2,4,64.99,7,20,0
2574,1,12,125.98,6,20,0
2575,3,1,56.99,1,16,0
2576,2,3,48.49,5,11,1
2577,1,3,57.99,3,28,0
2578,3,4,115.98,2,25,0
2579,1,11,76.49,7,21,0
2580,3,0,0,7,17,0
2581,1,4,263.96,6,12,0
2582,3,1,53.99,6,6,0
2583,2,0,0,4,1,1
2584,2,3,59.99,0,13,1
2585,3,2,226.47,4,5,0
2586,3,0,0,1,20,0
2587,5,1,61.99,6,17,0
2588,5,0,0,4,19,0
2589,1,1,140.97,5,10,0
2590,1,1,49.99,5,18,0
2591,3,3,54.99,0,19,0
2592,3,11,111.98,4,15,1
2593,3,4,67.49,5,19,0
2594,2,12,111.98,5,16,0
2595,3,2,93.98,6,16,0
2596,3,1,121.98,2,16,0
2597,4,0,0,5,3,0
2598,1,0,0,0,17,0
2599,1,1,115.98,4,20,0
2600,2,4,63.49,1,8,0
2601,4,8,121.98,7,4,0
2602,2,2,54.99,5,26,0
2603,3,0,0,2,8,0
2604,3,2,63.99,5,9,0
2605,3,1,53.99,5,21,0
2606,1,0,0,2,5,1
2607,3,2,203.97,0,18,1
2608,4,17,48.99,2,19,1
2609,3,10,62.99,5,18,0
2610,3,6,57.49,7,12,0
2611,1,3,54.99,2,16,0
2612,1,1,146.98,3,9,0
2613,3,1,71.99,6,12,0
2614,1,2,123.98,5,12,0
2615,3,2,136.98,0,16,1
2616,2,3,125.98,3,20,0
2617,3,5,51.99,4,6,0
2618,3,12,58.99,6,20,0
